Index;Text;Cause;Effect;Offset_Sentence2;Offset_Sentence3;Cause_Start;Cause_End;Effect_Start;Effect_End;Sentence
0079.00003.2;But after 12 months of welcoming drivers, figures released through a Freedom of Information (FOI) request show that the council's latest car park missed its first financial target by £286,000. Just 92 people parked in the car park on June 23 this year - taking £171, while the busiest day, December 20, saw £4,728 paid by 2,124 drivers. After a slow start to business in August 2018, the car park is now generating a net income of around £12,000 every week - still about £4,000 short of the average weekly target.;After a slow start to business in August 2018, the car park is now generating a net income of around £12,000 every week - still about £4,000 short of the average weekly target.;But after 12 months of welcoming drivers, figures released through a Freedom of Information (FOI) request show that the council's latest car park missed its first financial target by £286,000.;192.0;336.0;337;513;0;192;<e2>But after 12 months of welcoming drivers, figures released through a Freedom of Information (FOI) request show that the council's latest car park missed its first financial target by £286,000.</e2> Just 92 people parked in the car park on June 23 this year - taking £171, while the busiest day, December 20, saw £4,728 paid by 2,124 drivers. <e1>After a slow start to business in August 2018, the car park is now generating a net income of around £12,000 every week - still about £4,000 short of the average weekly target.</e1>
0080.00001;Global accepted its board's recommendation to merge with KAMCO  KAMCO KAMCO  -2.13% 92.00 -2.00  Mubasher: The extraordinary general meeting (EGM) of Global Investment House has discussed the matters pertaining to the draft merger with KAMCO Investment Company during its meeting on 18 September 2019. Global's shareholders have approved the cancellation of treasury stocks amounting to 13 million shares, according to a press release on Wednesday.;Global accepted its board's recommendation to merge with KAMCO  KAMCO KAMCO  -2.13% 92.00 -2.00  Mubasher: The extraordinary general meeting (EGM) of Global Investment House has discussed the matters pertaining to the draft merger with KAMCO Investment Company during its meeting on 18 September 2019.;Global's shareholders have approved the cancellation of treasury stocks amounting to 13 million shares, according to a press release on Wednesday.;301.0;;0;301;302;448;<e1>Global accepted its board's recommendation to merge with KAMCO  KAMCO KAMCO  -2.13% 92.00 -2.00  Mubasher: The extraordinary general meeting (EGM) of Global Investment House has discussed the matters pertaining to the draft merger with KAMCO Investment Company during its meeting on 18 September 2019.</e1> <e2>Global's shareholders have approved the cancellation of treasury stocks amounting to 13 million shares, according to a press release on Wednesday.</e2>
0083.00012;Similarly, because of economic tensions between the US and Iran in the middle east, the crude price and dollar price have fluctuated. These scenarios lead to the shift in the dollar pound exchange rate from .80 to 1.0.;Similarly, because of economic tensions between the US and Iran in the middle east, the crude price and dollar price have fluctuated.;These scenarios lead to the shift in the dollar pound exchange rate from .80 to 1.0.;133.0;;0;133;134;218;<e1>Similarly, because of economic tensions between the US and Iran in the middle east, the crude price and dollar price have fluctuated.</e1> <e2>These scenarios lead to the shift in the dollar pound exchange rate from .80 to 1.0.</e2>
0084.00027;Gig Workers Rising will continue to fight for drivers to be full employees, she says, adding that the $90 million campaign is evidence that these companies are afraid.;these companies are afraid.;Gig Workers Rising will continue to fight for drivers to be full employees, she says, adding that the $90 million campaign;;;140;167;0;122;<e2>Gig Workers Rising will continue to fight for drivers to be full employees, she says, adding that the $90 million campaign</e2> is evidence that <e1>these companies are afraid.</e1>
0086.00001.1;Merrion Hotel had record 2018 as profits rose 29% to €4.1m Accounts show revenues up 10% to a record €25m in 12 months to end October 2018 Merrion Hotel: Bill Gates of Microsoft stayed there last week.;Merrion Hotel had record 2018 as profits rose 29%;€4.1m;;;0;49;53;58;<e1>Merrion Hotel had record 2018 as profits rose 29%</e1> to <e2>€4.1m</e2> Accounts show revenues up 10% to a record €25m in 12 months to end October 2018 Merrion Hotel: Bill Gates of Microsoft stayed there last week.
0086.00001.2;Merrion Hotel had record 2018 as profits rose 29% to €4.1m Accounts show revenues up 10% to a record €25m in 12 months to end October 2018 Merrion Hotel: Bill Gates of Microsoft stayed there last week.;Accounts show revenues up 10%;a record €25m in 12 months to end October 2018 Merrion Hotel: Bill Gates of Microsoft stayed there last week.;;;59;88;92;201;Merrion Hotel had record 2018 as profits rose 29% to €4.1m <e1>Accounts show revenues up 10%</e1> to <e2>a record €25m in 12 months to end October 2018 Merrion Hotel: Bill Gates of Microsoft stayed there last week.</e2>
0089.00006;Image caption   The launch of the new Routemaster was a high point for Wrightbus  The top company in the Wright business, the Cornerstone Group, showed the firm made a loss of £1.7m in 2017.;Image caption   The launch of the new Routemaster;The top company in the Wright business, the Cornerstone Group, showed the firm made a loss of £1.7m in 2017.;;;0;49;82;190;<e1>Image caption   The launch of the new Routemaster</e1> was a high point for Wrightbus  <e2>The top company in the Wright business, the Cornerstone Group, showed the firm made a loss of £1.7m in 2017.</e2>
0089.00022;Image caption   Work at the new Green Pastures site appears to have stalled in recent months  Green Pastures received about £15m over six years, helping it to develop a huge church and village complex known as Project Gateway.;develop a huge church and village complex known as Project Gateway.;Image caption   Work at the new Green Pastures site appears to have stalled in recent months  Green Pastures received about £15m over six years;;;159;226;0;143;<e2>Image caption   Work at the new Green Pastures site appears to have stalled in recent months  Green Pastures received about £15m over six years</e2>, helping it to <e1>develop a huge church and village complex known as Project Gateway.</e1>
0093.00001;The Board is also popularising techniques like low frequency tapping (including once-a -week tapping) and controlled upward tapping to further improve production and bringing down the cost. The Board anticipates an annual production of 7.5 lakh tonne natural rubber this fiscal.;The Board is also popularising techniques like low frequency tapping (including once-a -week tapping) and controlled upward tapping to further improve production and bringing down the cost.;The Board anticipates an annual production of 7.5 lakh tonne natural rubber this fiscal.;189.0;;0;189;190;278;<e1>The Board is also popularising techniques like low frequency tapping (including once-a -week tapping) and controlled upward tapping to further improve production and bringing down the cost.</e1> <e2>The Board anticipates an annual production of 7.5 lakh tonne natural rubber this fiscal.</e2>
0095.00008;Contrary to popular perception, only about 18 percent of global goods trade is now driven by labor-cost arbitrage. Three factors explain these changes: growing demand in China and the rest of the developing world, which enables these countries to consume more of what they produce the growth of more comprehensive domestic supply chains in those countries, which has reduced their reliance on imports of intermediate goods and the impact of new technologies.;Three factors explain these changes: growing demand in China and the rest of the developing world, which enables these countries to consume more of what they produce the growth of more comprehensive domestic supply chains in those countries, which has reduced their reliance on imports of intermediate goods and the impact of new technologies.;Contrary to popular perception, only about 18 percent of global goods trade is now driven by labor-cost arbitrage.;114.0;;115;458;0;114;<e2>Contrary to popular perception, only about 18 percent of global goods trade is now driven by labor-cost arbitrage.</e2> <e1>Three factors explain these changes: growing demand in China and the rest of the developing world, which enables these countries to consume more of what they produce the growth of more comprehensive domestic supply chains in those countries, which has reduced their reliance on imports of intermediate goods and the impact of new technologies.</e1>
0095.00021;Exhibit 1  2. Services play a growing and undervalued role in global value chains In 2017, gross trade in services totaled $5.1 trillion, a figure dwarfed by the $17.3 trillion global goods trade. But trade in services has grown more than 60 percent faster than goods trade over the past decade (Exhibit 2).;But trade in services has grown more than 60 percent faster than goods trade over the past decade (Exhibit 2).;Exhibit 1  2. Services play a growing and undervalued role in global value chains In 2017, gross trade in services totaled $5.1 trillion, a figure dwarfed by the $17.3 trillion global goods trade.;196.0;;197;307;0;196;<e2>Exhibit 1  2. Services play a growing and undervalued role in global value chains In 2017, gross trade in services totaled $5.1 trillion, a figure dwarfed by the $17.3 trillion global goods trade.</e2> <e1>But trade in services has grown more than 60 percent faster than goods trade over the past decade (Exhibit 2).</e1>
